Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,_is_used_in_algorithm,_uses_technique,application_generates,applied_algorithm_has_input,bearer_of,correlates_with,decreased_in_magnitude_relative_to,definition,describes,different_in_magnitude_relative_to,directly_associated_with,empirically_validates,equation_is_part_of,function_of,generated_by_applying,has part,has_about,has_boolean_quality,has_constant,has_contentMathML,has_cross_section,has_disposition,has_dividend_entity,has_dividend_quality,has_divisor_entity,has_divisor_quality,has_endianity,has_enhanced_presentationMathML,has_function,has_input,has_invasiveness,has_latex_math,has_measurement_unit_label,has_output,has_parameter,has_part,has_part_equation,has_part_simstep,has_participant,has_policy,has_quality,has_quantitative_quality,has_ratio_quality,has_raw_presentationMathML,has_relative_magnitude,has_role,has_time_point,has_time_span,has_value,has_variable,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/title,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#comment,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#def,http://www.geneontology.org/formats/oboInOwl#exact_synonym,http://www.geneontology.org/formats/oboInOwl#format-version,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasSynonym,http://www.geneontology.org/formats/oboInOwl#narrow_synonym,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#related_synonym,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2002/07/owl#versionInfo,increased_in_magnitude_relative_to,inheres_in,inheres_in,initiates_process,inversely_associated_with,is_about,is_annotated_via,is_described_by,is_empirically_validated_by,is_initiated_by,is_input_of,is_input_of_applied,is_magnitude_of,is_mathematically_described_by,is_measurement_of,is_output_of,is_param_used_in,is_parameter,is_part_of,is_part_of_simulation,is_performed_by,is_performed_on,is_preceded_by,is_solved_using,is_unit_of,is_used_in,located_in,location_of,mathematically_describes,measurement_produces,part_of,participates_in,PMID,precedes,process_uses_param,quality_of,realized_by,reciprocal_of,searchable,similar_in_magnitude_relative_to,singly_occurring_form_of,solves_equation,towards,uses,value_calculated_using
http://purl.org/obo/owl/PATO#PATO_0002093,ballooning,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002093,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002093,,,,,,,,A volume quality inhering in a degenerating cell by virtue of the bearer's exhibiting an increase in volume associated with cytoplasmic abnormalities.,,,,,,,,,ballooning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002090,adenomatous,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002090,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002090,,,,,,,,A morphology quality inhering in a tumour by virtue of the bearer's exhbiting the morphological characteristics of a glandular epithelial cell.,,,,,,,,,adenomatous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002098,"neoplastic, metastatic",,,false,,,http://purl.org/obo/owl/PATO#PATO_0002011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002098,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002098,,,,,,,,A disposition inhering in a tumour by virtue of the bearer's disposition to spread and invade distant tissues.,,,,,,,,,"neoplastic, metastatic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002091,subacute,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002091,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002091,,,,,,,,A quality of a single process inhering in a bearer by virtue of the bearer's having an onset and time course between acute and chronic.,,,,,,,,,subacute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002099,differentiated,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002099,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002099,,,,,,,,A cellular quality inhering in a bearer by virtue of its stable specialization to a particular cell type.,,,,,,,,,differentiated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002097,"neoplastic, malignant",,,false,,,http://purl.org/obo/owl/PATO#PATO_0002011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002097,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002097,,,,,,,,"A disposition inhering in a tumour by virtue of the bearer's disposition to progress, invade surrounding tissues or metastasize.",,,,,,,,,"neoplastic, malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002096,"neoplastic, non-malignant",,,false,,,http://purl.org/obo/owl/PATO#PATO_0002011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002096,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002096,,,,,,,,"A disposition inhering in a tumour by virtue of the bearer's disposition not to progress, invade surrounding tissues or metastasize.",,,,,,,,,"neoplastic, non-malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002094,basophilic,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002094,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002094,,,,,,,,An affinity inhering in a tissue constituent by virtue of the bearer exhibiting a molecular interaction for basic dyes under specific ph conditions.,,,,,,,,,basophilic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000033,concentration of,concentrations|concentration,,false,,,http://purl.org/obo/owl/PATO#PATO_0002182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000033,,,,,,,,,,,http://www.sarala.bioeng.auckland.ac.nz/Physical.owl#Concentration|http://purl.org/obo/owl/PATO#PATO_0000033,,,,,,concentrations|concentration,,A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.,,,,elevation of cytoplasmic Ca(2+)|Blood lactate concentrations|concentrations of ozone|solute concentration|concentration of salt|fluorophore concentration|absolute fluorophore concentration|absolute fluorophore concentrations|minimum inhibitory concentration|LDL concentrations|intravascular albumin concentration,,,,,concentration of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000037,consistency,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000037,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000037,,,,,,,,"A physical quality inhering in a bearer by virtue of the bearer's density, firmness, or viscosity.",,,,,,,,,consistency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000039,direction,directions,TODO: consider merging with angular placement.,false,,,http://purl.org/obo/owl/PATO#PATO_0001018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000039,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000039,,,,,,directions,,A physical quality inhering in a bearer by virtue of the bearer's orientation in space.,,,,superior-inferior|crystalline anisotropies|anterior-posterior|AP|LR|SI|left-right,,,TODO: consider merging with angular placement.,,direction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Collision,collision,Physical Property|Physical Process|Physical Phenomenon|collisions,"An accident resulting from violent impact of a moving object; an brief event in which two or more bodies come together.

source: 	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Collision",false,,,http://www.ifomis.org/bfo/1.1/span#Process,,,,,,,,"An accident resulting from violent impact of a moving object; an brief event in which two or more bodies come together.

source: 	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Collision",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thesaurus:Collision,,,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Collision,,,,,,Physical Property|Physical Process|Physical Phenomenon|collisions,,,,,,simulations of collisions|noticeable cycle-to-cycle asymmetric deflections,,,,,collision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20146142,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002181,displaced,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002181,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002181,,,,,,,,A positional quality inhering in a bearer by virtue the bearer's being changed in position.,,,,wall axial displacement,,,,,displaced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002187,polar polarity,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002187,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002187,,,,,,,,"Polar polarity is a quality that inheres in a molecular entity when the molecular entity is polar, i.e. does possess an electric dipole.",,,,,,,,,polar polarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002189,electric polarizability,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002189,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002189,,,,,,,,The ease of distortion of the electron cloud of a molecular entity by an electric field.,,,,electron polarization,,,,,electric polarizability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002186,polarity,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002186,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002186,,,,,,,,A molecular quality that inheres in a molecular entity by virtue of whether or not the molecular entity has a separation of electric charge which leads to the molecule having an electric dipole.,,,,solvent polarization|Polarization,,,,,polarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002183,cyclicity,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002183,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002183,,,,,,,,A molecular quality that inheres in a molecular entity by virtue of whether that there is a presence of cycles in the connection of the atoms within the molecular entity.,,,,,,,,,cyclicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002184,cyclic cyclicity,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002184,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002184,,,,,,,,Cyclic cyclicity inheres in a molecule when the atoms of the molecule do contain at least one cycle in the atom-atom connection paths (through bonds).,,,,periodic breathing cycles,,,,,cyclic cyclicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002180,straight,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002180,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002180,,,,,,,,"A shape quality inhering in a bearer by virtue of the bearer's being free of curves, bends, or angles.",,,,,,,,,straight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002185,acyclic cyclicity,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002185,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002185,,,,,,,,Acyclic cyclicity inheres in a molecule when the atoms within the molecule do not contain at least one cycle in the atom-atom connection paths (through the bonds).,,,,,,,,,acyclic cyclicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002182,molecular quality,relational molecular qualities|molecular qualities|relational molecular quality,,false,,,http://purl.org/obo/owl/PATO#PATO_0001241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002182,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002182,,,,,,relational molecular qualities|molecular qualities|relational molecular quality,,"A quality which inheres in a molecular entity, a single molecule, atom, ion, radical etc.",,,,protonation state|intramolecular|molecular level|tubulin-binding properties|single molecule detail,,,,,molecular quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0002188,nonpolar polarity,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0002188,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0002188,,,,,,,,A molecular quality which inheres in a molecular entity when the molecular entity does not possess an electrical dipole.,,,,,,,,,nonpolar polarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001329,likelihood function,likelihood functions,"In statistics, a likelihood function (often simply the likelihood) is a function of the parameters of a statistical model, defined as follows: the likelihood of a set of parameter values given some observed outcomes is equal to the probability of those observed outcomes given those parameter values. Likelihood functions play a key role in statistical inference, especially methods of estimating a parameter from a set of statistics.

source: http://en.wikipedia.org/wiki/Likelihood_function",false,,,http://purl.org/obo/owl/SBO#SBO_0000064,,,,,,,,"In statistics, a likelihood function (often simply the likelihood) is a function of the parameters of a statistical model, defined as follows: the likelihood of a set of parameter values given some observed outcomes is equal to the probability of those observed outcomes given those parameter values. Likelihood functions play a key role in statistical inference, especially methods of estimating a parameter from a set of statistics.

source: http://en.wikipedia.org/wiki/Likelihood_function",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001329,,,,,,,,,,,,,,,,,likelihood functions,,,,,,likelihood approximation|maximum likelihood,,,,,likelihood function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001323,_trimethylphosphine,trimethylphosphane|trimethylphosphorus|TMP,"A tertiary phosphine that has formula C3H9P.

source: http://purl.obolibrary.org/obo/CHEBI_35890",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,"A tertiary phosphine that has formula C3H9P.

source: http://purl.obolibrary.org/obo/CHEBI_35890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001323,,,,,,,,,,,http://purl.obolibrary.org/obo/CHEBI_35890,,,,,,trimethylphosphane|trimethylphosphorus|TMP,,,,,,liquid trimethylphosphine,,,,,_trimethylphosphine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21842942,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001322,_active shutter glasses,,"Liquid crystal shutter glasses (also called LC shutter glasses[1] or active shutter glasses.[2]) are glasses used in conjunction with a display screen to create the illusion of a three dimensional image, an example of stereoscopy. Each eye's glass contains a liquid crystal layer which has the property of becoming dark when voltage is applied, being otherwise transparent. The glasses are controlled by an infrared, radio frequency, DLP-Link or Bluetooth transmitter that sends a timing signal that allows the glasses to alternately darken over one eye, and then the other, in synchronization with the refresh rate of the screen. Meanwhile, the display alternately displays different perspectives for each eye, using a technique called alternate-frame sequencing, which achieves the desired effect of each eye seeing only the image intended for it.

source: http://en.wikipedia.org/wiki/Active_shutter_glasses",true,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000011,,,,,,,,"Liquid crystal shutter glasses (also called LC shutter glasses[1] or active shutter glasses.[2]) are glasses used in conjunction with a display screen to create the illusion of a three dimensional image, an example of stereoscopy. Each eye's glass contains a liquid crystal layer which has the property of becoming dark when voltage is applied, being otherwise transparent. The glasses are controlled by an infrared, radio frequency, DLP-Link or Bluetooth transmitter that sends a timing signal that allows the glasses to alternately darken over one eye, and then the other, in synchronization with the refresh rate of the screen. Meanwhile, the display alternately displays different perspectives for each eye, using a technique called alternate-frame sequencing, which achieves the desired effect of each eye seeing only the image intended for it.

source: http://en.wikipedia.org/wiki/Active_shutter_glasses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001322,,,,,,,,,,,,,,,,,,,,,,,,,,,,_active shutter glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21842669|8050009,,,,,,,,,,,,
http://purl.org/obo/owl/DOID#DOID_9256,colorectal cancer,colorectal cancers,"A cancer arising from the epithelial cells that line the lumen of the colon. Check for ""http://www.cancer.gov/Search/ClinicalTrialsLink.aspx?id=39585&idtype=1"" active clinical trials or ""http://www.cancer.gov/Search/ClinicalTrialsLink.aspx?id=39585&idtype=1&closed=1"" closed clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C2955"" NCI Thesaurus)

source: http://purl.bioontology.org/ontology/PDQ/CDR0000039585",false,,,http://purl.org/obo/owl/DOID#DOID_162,,,,,,,,"A cancer arising from the epithelial cells that line the lumen of the colon. Check for ""http://www.cancer.gov/Search/ClinicalTrialsLink.aspx?id=39585&idtype=1"" active clinical trials or ""http://www.cancer.gov/Search/ClinicalTrialsLink.aspx?id=39585&idtype=1&closed=1"" closed clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C2955"" NCI Thesaurus)

source: http://purl.bioontology.org/ontology/PDQ/CDR0000039585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doid:DOID_9256,,,,,,,,,,,http://purl.org/obo/owl/DOID#DOID_9256|http://purl.bioontology.org/ontology/PDQ/CDR0000039585,,,,,,colorectal cancers,,,,,,,,,,,colorectal cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20304247,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001976,serration,,,false,,,http://purl.org/obo/owl/PATO#PATO_0002267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001976,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001976,,,,,,,,A surface feature shape quality inhering in a bearer by virtue of the bearer's having or lacking sharp straight-edged teeth pointing to the apex.,,,,,,,,,serration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001979,lobed,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001979,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001979,,,,,,,,,,,,,,,,,lobed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001970,brochidodromous,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001970,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001970,,,,,,,,A branched quality inhering in a bearer by virtue of the bearer's having secondary branches joined together in a series of prominent arches.,,,,,,,,,brochidodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001972,reticulodromous,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001972,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001972,,,,,,,,A branched quality inhering in a bearer by virtue of the bearer's having secondary branches branching into a reticulum toward the margin.,,,,,,,,,reticulodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001971,cladodromous,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001971,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001971,,,,,,,,A branched quality inhering in a bearer by virtue of the bearer's having secondary branches freely branching toward the margin.,,,,,,,,,cladodromous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001973,cuspidate,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001973,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001973,,,,,,,,A shape quality inhering in a bearer by virtue of the bearer's being tapering gradually into a rigid point.,,,,,,,,,cuspidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001974,retuse,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001974,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001974,,,,,,,,"A shape quality inhering in a bearer by virtue of the bearer's terminating in a round end, the centre of which is depressed.",,,,,,,,,retuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001975,unserrated,,,false,,,http://purl.org/obo/owl/PATO#PATO_0001976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001975,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001975,,,,,,,,A surface feature shape quality inhering in a bearer by virtue of the bearer's lacking sharp straight-edged teeth pointing to the apex.,,,,,,,,,unserrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001978,cut,incised,,false,,,http://purl.org/obo/owl/PATO#PATO_0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001978,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001978,,,,,,incised,,A shape quality inhering in a bearer by virtue of the bearer's being regularly divided by deep incisions.,,,,,,,,,cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0001977,angular,angulate,,false,,,http://purl.org/obo/owl/PATO#PATO_0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0001977,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0001977,,,,,,angulate,,A shape quality inhering in a bearer by virtue of the bearer's having at least one salient angle on the margin.,,,,,,,,,angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000970,permeability,,,false,,,http://purl.org/obo/owl/PATO#PATO_0000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000970,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000970,,,,,,,,A structural quality inhering in a bearer by virtue of the bearer's disposition to being permeated or pervaded by a liquid (as by osmosis or diffusion).,,,,magnetic permeability,,,,,permeability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/obo/owl/PATO#PATO_0000973,porosity,porosities,,false,,,http://purl.org/obo/owl/PATO#PATO_0000970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pato:PATO_0000973,,,,,,,,,,,http://purl.org/obo/owl/PATO#PATO_0000973,,,,,,porosities,,A permeability quality inhering in a bearer by virtue of the bearer's disposition to admit the passage of gas or liquid through pores or interstices.,,,,lacuno-canalicular porosity,,,,,porosity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
